table_row,ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2010,CY_2011,CY_2012,CY_2013,CY_2014,CY_ALL
19782,433,JPX,(Foreign),JAPAN,"ASAHI SEIKO CO., LTD.",5,1,2,0,0,8
19783,433,JPX,(Foreign),JAPAN,"CADENCE DESIGN SYSTEMS, INC.",1,4,0,2,1,8
19784,433,JPX,(Foreign),JAPAN,"CAPCOM CO., LTD.",0,0,0,5,3,8
19785,433,JPX,(Foreign),JAPAN,CATERPILLAR JAPAN LTD.,1,2,2,3,0,8
19786,433,JPX,(Foreign),JAPAN,"CHUGOKU ELECTRIC POWER CO., INC.",4,3,1,0,0,8
19787,433,JPX,(Foreign),JAPAN,CORE WIRELESS LICENSING S.A.R.L.,0,0,2,3,3,8
19788,433,JPX,(Foreign),JAPAN,DAICEL-EVONIK LTD.,1,2,2,0,3,8
19789,433,JPX,(Foreign),JAPAN,"EZAKI GLICO CO., LTD.",3,2,0,2,1,8
19790,433,JPX,(Foreign),JAPAN,"FACEBOOK, INC.",0,0,0,3,5,8
19791,433,JPX,(Foreign),JAPAN,FIPA FROHWITTER INTELLECTUAL PROPERTY AG,2,0,2,1,3,8
19792,433,JPX,(Foreign),JAPAN,"FTS CO., LTD.",1,2,2,3,0,8
19793,433,JPX,(Foreign),JAPAN,"FUJI SEIKO CO., LTD.",2,1,2,1,2,8
19794,433,JPX,(Foreign),JAPAN,FUTURE VISION INC.,5,3,0,0,0,8
19795,433,JPX,(Foreign),JAPAN,"GLOBERIDE, INC.",1,1,0,2,4,8
19796,433,JPX,(Foreign),JAPAN,GOLD CHARM LIMITED,0,0,0,1,7,8
19797,433,JPX,(Foreign),JAPAN,HARRIS CORP.,0,0,0,4,4,8
19798,433,JPX,(Foreign),JAPAN,"HITACHI ENGINEERING & SERVICES CO., LTD.",0,2,1,3,2,8
19799,433,JPX,(Foreign),JAPAN,"HORIZON INTERNATIONAL, INC.",3,2,1,0,2,8
19800,433,JPX,(Foreign),JAPAN,"HOYU CO., LTD. GENERAL RESEARCH INSTITUTE",1,1,6,0,0,8
19801,433,JPX,(Foreign),JAPAN,INTARSIA SOFTWARE LLC,0,3,0,5,0,8
19802,433,JPX,(Foreign),JAPAN,INTER-UNIVERSITY RESEARCH INSTITUTE CORPORATION HIGH ENERGY ACCELERATOR RESEARCH ORGANIZATION,0,1,2,3,2,8
19803,433,JPX,(Foreign),JAPAN,INTER-UNIVERSITY RESEARCH INSTITUTE CORPORATION NATIONAL INSTITUTES OF NATURAL SCIENCES,0,2,2,3,1,8
19804,433,JPX,(Foreign),JAPAN,JAPAN ATOMIC ENERGY RESEARCH INSTITUTE,5,2,1,0,0,8
19805,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA MIYANAGA,0,1,2,4,1,8
19806,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA OHARA,1,3,2,2,0,8
19807,433,JPX,(Foreign),JAPAN,KINKI UNIVERSITY,0,1,3,3,1,8
19808,433,JPX,(Foreign),JAPAN,KIRIN BEER KABUSHIKI KAISHA,2,1,2,0,3,8
19809,433,JPX,(Foreign),JAPAN,KOCHI INDUSTRIAL PROMOTION CENTER,2,5,1,0,0,8
19810,433,JPX,(Foreign),JAPAN,"KOKUYO S& T CO., LTD.",6,1,1,0,0,8
19811,433,JPX,(Foreign),JAPAN,"KURARAY CHEMICAL CO., LTD.",5,0,2,0,1,8
19812,433,JPX,(Foreign),JAPAN,KURARAY MEDICAL INC.,3,3,2,0,0,8
19813,433,JPX,(Foreign),JAPAN,KYOCERA CONNECTOR PRODUCTS CORPORATION,0,0,3,1,4,8
19814,433,JPX,(Foreign),JAPAN,"KYOWA CHEMICAL INDUSTRY CO., LTD.",1,0,1,3,3,8
19815,433,JPX,(Foreign),JAPAN,KYUSHU UNIVERSITY,1,0,3,1,3,8
19816,433,JPX,(Foreign),JAPAN,"LEAD CHEMICAL CO., LTD.",1,1,2,2,2,8
19817,433,JPX,(Foreign),JAPAN,"MEGAOPTO CO., LTD.",1,1,0,2,4,8
19818,433,JPX,(Foreign),JAPAN,"MITSUBISHI HITACHI POWER SYSTEMS, LTD.",0,0,0,0,8,8
19819,433,JPX,(Foreign),JAPAN,N.E. CHEMCAT CORPORATION,1,1,1,1,4,8
19820,433,JPX,(Foreign),JAPAN,"NAKANISHI, INC.",0,1,3,2,2,8
19821,433,JPX,(Foreign),JAPAN,"NANOCARRIER CO., LTD.",1,0,1,3,3,8
19822,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION HIROSHIMA UNIVERSITY,1,4,0,1,2,8
19823,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION KAGAWA UNIVERSITY,2,0,1,3,2,8
19824,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION NAGAOKA UNIVERSITY OF TECHNOLOGY,0,2,0,5,1,8
19825,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION UNIVERSITY OF TOYAMA,0,1,3,3,1,8
19826,433,JPX,(Foreign),JAPAN,"NEC MICROWAVE TUBE, LTD.",4,2,1,1,0,8
19827,433,JPX,(Foreign),JAPAN,"NIHON YAMAMURA GLASS CO., LTD.",1,1,3,2,1,8
19828,433,JPX,(Foreign),JAPAN,"NIPPON KASEI CHEMICAL CO., LTD.",0,1,0,4,3,8
19829,433,JPX,(Foreign),JAPAN,PLUS STATIONERY CORPORATION,2,2,4,0,0,8
19830,433,JPX,(Foreign),JAPAN,POWERCHIP TECHNOLOGY CORPORATION,0,2,2,1,3,8
19831,433,JPX,(Foreign),JAPAN,RICOH ELEMEX CORPORATION,4,2,1,1,0,8
19832,433,JPX,(Foreign),JAPAN,SAKATA INX CORPORATION,1,1,2,2,2,8
19833,433,JPX,(Foreign),JAPAN,"SANYO SPECIAL STEEL CO., LTD.",2,5,1,0,0,8
19834,433,JPX,(Foreign),JAPAN,SCIENCE PARK CORPORATION,1,3,1,1,2,8
19835,433,JPX,(Foreign),JAPAN,"SEOUL OPTO DEVICE CO., LTD.",1,1,2,2,2,8
19836,433,JPX,(Foreign),JAPAN,"SHINMAYWA INDUSTRIES, LTD.",1,1,4,1,1,8
19837,433,JPX,(Foreign),JAPAN,"TAMAGAWA SEIKI CO., LTD.",2,3,0,1,2,8
19838,433,JPX,(Foreign),JAPAN,TOSHIBA SOLUTIONS CORPORATION,1,1,1,4,1,8
19839,433,JPX,(Foreign),JAPAN,TOYO DENSO KABUSHIKI KAISHA,2,3,1,0,2,8
19840,433,JPX,(Foreign),JAPAN,"TYCO ELECTRONICS AMP, K.K.",7,1,0,0,0,8
19841,433,JPX,(Foreign),JAPAN,"UBUKATA INDUSTRIES CO., LTD.",1,1,2,1,3,8
19842,433,JPX,(Foreign),JAPAN,"YOSHIDA INDUSTRY CO., LTD.",2,2,1,1,2,8
19843,433,JPX,(Foreign),JAPAN,ZENYAKU KOGYO KABUSHIKI KAISHA,4,0,2,2,0,8
19844,433,JPX,(Foreign),JAPAN,ABBOTT DIABETES CARE INC.,1,4,0,2,0,7
19845,433,JPX,(Foreign),JAPAN,"APPLIED MATERIALS, INC.",1,1,2,1,2,7
19846,433,JPX,(Foreign),JAPAN,"ARAKAWA CHEMICAL INDUSTRIES, LTD.",0,0,3,1,3,7
19847,433,JPX,(Foreign),JAPAN,ATOM MEDICAL CORPORATION,0,0,1,6,0,7
19848,433,JPX,(Foreign),JAPAN,"BEAT-SONIC CO., LTD.",2,0,1,1,3,7
19849,433,JPX,(Foreign),JAPAN,BORGWARNER INC.,0,3,2,0,2,7
19850,433,JPX,(Foreign),JAPAN,CHEVRON JAPAN LTD.,1,3,0,2,1,7
19851,433,JPX,(Foreign),JAPAN,"CHUBU ELECTRIC POWER CO., INC.",1,3,2,1,0,7
19852,433,JPX,(Foreign),JAPAN,"CHUGOKU MARINE PAINTS, LTD.",0,1,1,2,3,7
19853,433,JPX,(Foreign),JAPAN,DAI NIPPON INSATSU KABUSHIKI KAISHA,3,2,1,1,0,7
19854,433,JPX,(Foreign),JAPAN,"DAIHACHI CHEMICAL INDUSTRY CO., LTD.",3,0,0,1,3,7
19855,433,JPX,(Foreign),JAPAN,"DAIWA CAN COMPANY, LIMITED",1,2,1,2,1,7
19856,433,JPX,(Foreign),JAPAN,"DENSO IT LABORATORY, INC",1,1,0,1,4,7
19857,433,JPX,(Foreign),JAPAN,EDWARDS JAPAN LIMITED,1,0,2,2,2,7
19858,433,JPX,(Foreign),JAPAN,EIZO NANAO CORPORATION,0,1,2,1,3,7
19859,433,JPX,(Foreign),JAPAN,"FDK ENERGY CO., LTD.",1,2,1,2,1,7
19860,433,JPX,(Foreign),JAPAN,"FORD GLOBAL TECHNOLOGIES, L.L.C.",0,1,1,0,5,7
19861,433,JPX,(Foreign),JAPAN,FUJIREBIO INC.(FUJIREBIO KABUSHIKI KAISHA),2,1,1,2,1,7
19862,433,JPX,(Foreign),JAPAN,HIDAKA SEIKI KABUSHIKI KAISHA,0,0,1,1,5,7
19863,433,JPX,(Foreign),JAPAN,HITACHI MAGNET WIRE CORP.,0,1,3,2,1,7
19864,433,JPX,(Foreign),JAPAN,"HONSHU CHEMICAL INDUSTRY CO., LTD.",2,1,0,2,2,7
19865,433,JPX,(Foreign),JAPAN,"ICT CO., LTD.",3,3,1,0,0,7
19866,433,JPX,(Foreign),JAPAN,"INTERMETALLICS CO., LTD.",0,0,0,3,4,7
19867,433,JPX,(Foreign),JAPAN,"IPS ALPHA TECHNOLOGY, LTD.",5,1,1,0,0,7
19868,433,JPX,(Foreign),JAPAN,"ITO CO., LTD.",1,2,3,0,1,7
19869,433,JPX,(Foreign),JAPAN,IWATANI CORPORATION,0,3,0,3,1,7
19870,433,JPX,(Foreign),JAPAN,JANOME SEWING MACHINE CO. LTD.,2,4,0,1,0,7
19871,433,JPX,(Foreign),JAPAN,JAPAN AE POWER SYSTEMS CORPORATION,1,1,4,1,0,7
19872,433,JPX,(Foreign),JAPAN,JAPAN AS REPRESENTED BY SECRETARY OF NATIONAL INSTITUTE OF INFECTIOUS DISEASES,0,2,2,2,1,7
19873,433,JPX,(Foreign),JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORPORATION,3,2,1,1,0,7
19874,433,JPX,(Foreign),JAPAN,"JFE MINERAL COMPANY, LTD.",2,3,2,0,0,7
19875,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA ENDO SEISAKUSHO,0,1,0,2,4,7
19876,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA KAWASAKI PRECISION MACHINERY,4,0,1,2,0,7
19877,433,JPX,(Foreign),JAPAN,KANSAI ELECTRIC POWER CO. INC.,2,4,1,0,0,7
19878,433,JPX,(Foreign),JAPAN,"KASAI KOGYO CO., LTD.",3,2,0,1,1,7
19879,433,JPX,(Foreign),JAPAN,KAWAMURA INSTITUTE OF CHEMICAL RESEARCH,2,2,1,2,0,7
19880,433,JPX,(Foreign),JAPAN,"KAWASUMI LABORATORIES, INC.",2,1,2,0,2,7
19881,433,JPX,(Foreign),JAPAN,"KOKEN CO., LTD.",1,2,2,2,0,7
19882,433,JPX,(Foreign),JAPAN,"KYODO PRINTING CO., LTD.",2,2,2,0,1,7
19883,433,JPX,(Foreign),JAPAN,LG ELECTRONICS INC.,1,3,2,1,0,7
19884,433,JPX,(Foreign),JAPAN,"LIHIT LAB., INC.",2,1,1,3,0,7
19885,433,JPX,(Foreign),JAPAN,"MAEDA METAL INDUSTRIES, LTD.",1,2,2,1,1,7
19886,433,JPX,(Foreign),JAPAN,"MEINAN MACHINERY WORKS, INC.",1,3,1,1,1,7
19887,433,JPX,(Foreign),JAPAN,MERCK SHARP & DOHME CORP.,0,2,2,2,1,7
19888,433,JPX,(Foreign),JAPAN,MERSTECH INC.,1,3,1,2,0,7
19889,433,JPX,(Foreign),JAPAN,MICRO MOBIO CORPORATION,4,1,2,0,0,7
19890,433,JPX,(Foreign),JAPAN,MITSUBISHI CORPORATION,2,3,0,2,0,7
19891,433,JPX,(Foreign),JAPAN,MOBILEMEDIA IDEAS LLC,1,2,1,3,0,7
19892,433,JPX,(Foreign),JAPAN,MORESCO CORPORATION,1,1,0,0,5,7
19893,433,JPX,(Foreign),JAPAN,"MORISHITA JINTAN CO., LTD.",1,1,0,1,4,7
19894,433,JPX,(Foreign),JAPAN,MURAKUMO CORPORATION,0,0,0,1,6,7
19895,433,JPX,(Foreign),JAPAN,MUSASHI SEIMITSU KOGYO COMPANY LIMITED,0,0,3,4,0,7
19896,433,JPX,(Foreign),JAPAN,"NAGANO KEIKI CO., LTD.",3,1,2,1,0,7
19897,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION KYUSHU INSTITUTE OF TECHNOLOGY,2,0,0,3,2,7
19898,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION TOTTORI UNIVERSITY,0,1,4,1,1,7
19899,433,JPX,(Foreign),JAPAN,"NICCA CHEMICAL CO., LTD.",0,2,2,3,0,7
19900,433,JPX,(Foreign),JAPAN,NICHICON CORPORATION,3,1,2,1,0,7
19901,433,JPX,(Foreign),JAPAN,"NICHIHA CO., LTD.",3,4,0,0,0,7
19902,433,JPX,(Foreign),JAPAN,"NIHON PARKERIZING CO., LTD.",3,1,0,1,2,7
19903,433,JPX,(Foreign),JAPAN,"NIKKI CO., LTD.",2,1,1,2,1,7
19904,433,JPX,(Foreign),JAPAN,"NIPPON PISTON RING CO., LTD.",1,1,2,1,2,7
19905,433,JPX,(Foreign),JAPAN,NIRECO CORPORATION,1,1,1,1,3,7
19906,433,JPX,(Foreign),JAPAN,"NISSEI ASB MACHINE CO., LTD.",1,0,0,3,3,7
19907,433,JPX,(Foreign),JAPAN,"NISSIN ELECTRIC CO., LTD.",2,3,0,2,0,7
19908,433,JPX,(Foreign),JAPAN,NSCORE INC.,4,0,2,1,0,7
19909,433,JPX,(Foreign),JAPAN,"OBAYASHISEIKOU CO., LTD.",5,0,2,0,0,7
19910,433,JPX,(Foreign),JAPAN,OPTWARE CORPORATION,3,3,0,0,1,7
19911,433,JPX,(Foreign),JAPAN,"ORIENTAL YEAST CO., LTD.",1,1,2,1,2,7
19912,433,JPX,(Foreign),JAPAN,PALL CORPORATION,3,1,2,0,1,7
19913,433,JPX,(Foreign),JAPAN,Q. P CORPORATION,2,0,2,2,1,7
19914,433,JPX,(Foreign),JAPAN,RENESAS MOBILE CORPORATION,0,0,0,1,6,7
19915,433,JPX,(Foreign),JAPAN,RIKEN TECHNOS CORPORATION,2,2,1,0,2,7
19916,433,JPX,(Foreign),JAPAN,"SAN-EI GEN F.F.I., INC.",4,1,0,1,1,7
19917,433,JPX,(Foreign),JAPAN,SANKO CO. LTD.,2,1,2,0,2,7
19918,433,JPX,(Foreign),JAPAN,"SHIN NIPPON BIOMEDICAL LABORATORIES, LTD.",2,0,1,1,3,7
19919,433,JPX,(Foreign),JAPAN,SHOWA DENKO PACKAGING CO.,0,0,3,3,1,7
19920,433,JPX,(Foreign),JAPAN,"SOLID STATE STORAGE SOLUTIONS, LLC",2,4,0,1,0,7
19921,433,JPX,(Foreign),JAPAN,SONY MOBILE COMMUNICATIONS AB,0,0,3,4,0,7
19922,433,JPX,(Foreign),JAPAN,"SUNARROW CO., LTD.",6,1,0,0,0,7
19923,433,JPX,(Foreign),JAPAN,SUNSTAR ENGINEERING INC.,1,1,3,0,2,7
19924,433,JPX,(Foreign),JAPAN,"TAIKO PHARMACEUTICAL CO., LTD.",0,0,0,4,3,7
19925,433,JPX,(Foreign),JAPAN,"TBK CO., LTD.",3,0,0,2,2,7
19926,433,JPX,(Foreign),JAPAN,"THE JAPAN RESEARCH INSTITUTE, LIMITED",3,1,1,0,2,7
19927,433,JPX,(Foreign),JAPAN,THE NEW INDUSTRY RESEARCH ORGANIZATION,3,1,1,1,1,7
19928,433,JPX,(Foreign),JAPAN,THE RITSUMEIKAN TRUST,1,1,1,1,3,7
19929,433,JPX,(Foreign),JAPAN,TOGO SEISAKUSYO CORPORATION,0,2,2,2,1,7
19930,433,JPX,(Foreign),JAPAN,"TOKAI OPTICAL CO., LTD.",0,2,1,1,3,7
19931,433,JPX,(Foreign),JAPAN,"TOKYO KIKAI SEISAKUSHO, LTD.",1,0,1,3,2,7
19932,433,JPX,(Foreign),JAPAN,TORAY ENGINEERING CO. LTD.,3,2,0,0,2,7
19933,433,JPX,(Foreign),JAPAN,"TORAY FINE CHEMICALS CO., LTD.",1,2,0,1,3,7
19934,433,JPX,(Foreign),JAPAN,TORAY TONEN SPECIALTY SEPARATOR GODO KAISHA,0,6,1,0,0,7
19935,433,JPX,(Foreign),JAPAN,TOSHIBA GLOBAL COMMERCE SOLUTIONS HOLDINGS CORPORATION,0,0,1,4,2,7
19936,433,JPX,(Foreign),JAPAN,TOSHIBA PLANT SYSTEMS &  SERVICES CORPORATION,1,0,1,1,4,7
19937,433,JPX,(Foreign),JAPAN,"TOSHIBA TOKO METER SYSTEMS CO., LTD.",0,4,2,1,0,7
19938,433,JPX,(Foreign),JAPAN,"TOSHO, INC.",1,3,0,3,0,7
19939,433,JPX,(Foreign),JAPAN,"TOYO ADVANCED TECHNOLOGIES CO., LTD.",0,1,3,2,1,7
19940,433,JPX,(Foreign),JAPAN,"TOYOBO CO., LTD.",0,0,0,0,7,7
19941,433,JPX,(Foreign),JAPAN,"TPR CO., LTD.",0,1,0,4,2,7
19942,433,JPX,(Foreign),JAPAN,UNIDEN CORPORATION,4,2,0,1,0,7
19943,433,JPX,(Foreign),JAPAN,USUI KOKUSAI SANGYO KABUSHIKI KAISHA,1,1,3,2,0,7
19944,433,JPX,(Foreign),JAPAN,"YUSHIN CO., LTD.",0,0,0,5,2,7
19945,433,JPX,(Foreign),JAPAN,"ZERIA PHARMACEUTICAL CO., LTD.",0,0,2,3,2,7
19946,433,JPX,(Foreign),JAPAN,4D-S PTY LTD.,0,1,1,3,1,6
19947,433,JPX,(Foreign),JAPAN,AKITA UNIVERSITY,0,0,0,4,2,6
19948,433,JPX,(Foreign),JAPAN,ANYWIRE CORPORATION,0,1,1,2,2,6
19949,433,JPX,(Foreign),JAPAN,"AOI ELECTRONICS CO., LTD.",0,2,0,0,4,6
19950,433,JPX,(Foreign),JAPAN,"AOYAMA SEISAKUSHO CO., LTD.",1,1,0,2,2,6
19951,433,JPX,(Foreign),JAPAN,"ART, LIMITED",0,0,1,1,4,6
19952,433,JPX,(Foreign),JAPAN,"ASAHI DENSO CO., LTD.",2,1,2,1,0,6
19953,433,JPX,(Foreign),JAPAN,"ASAHI GROUP HOLDINGS, LTD.",0,0,1,4,1,6
19954,433,JPX,(Foreign),JAPAN,ASTRAZENECA AB,2,1,1,1,1,6
19955,433,JPX,(Foreign),JAPAN,"ASUBIO PHARMA CO., LTD.",4,1,0,1,0,6
19956,433,JPX,(Foreign),JAPAN,AVAGO TECHNOLOGIES ECBU IP (SINGAPORE) PTE. LTD.,3,1,2,0,0,6
19957,433,JPX,(Foreign),JAPAN,"CELLFREE SCIENCES CO., LTD.",3,2,0,0,1,6
19958,433,JPX,(Foreign),JAPAN,CIBA SPECIALTY CHEMICALS CORPORATION,6,0,0,0,0,6
19959,433,JPX,(Foreign),JAPAN,"DAI-ICHI KOGYO SEIYAKU CO., LTD.",0,2,0,2,2,6
19960,433,JPX,(Foreign),JAPAN,"DAITA FRONTIER FUND, LLC",0,4,1,1,0,6
19961,433,JPX,(Foreign),JAPAN,DAIWA SEIKO INC,4,2,0,0,0,6
19962,433,JPX,(Foreign),JAPAN,DENTSU INC.,2,0,2,2,0,6
19963,433,JPX,(Foreign),JAPAN,"DIPSOL CHEMICALS CO., LTD.",1,2,1,0,2,6
19964,433,JPX,(Foreign),JAPAN,"EIKEN CHEMICAL CO., LTD.",2,1,1,2,0,6
19965,433,JPX,(Foreign),JAPAN,ELECTRONIC NAVIGATION RESEARCH INSTITUTE,2,2,0,1,1,6
19966,433,JPX,(Foreign),JAPAN,ESPEC CORPORATION,0,0,1,3,2,6
19967,433,JPX,(Foreign),JAPAN,FERROTEC CORPORATION,2,2,0,1,1,6
19968,433,JPX,(Foreign),JAPAN,FUJIKOSHI MACHINERY CORPORATION,0,1,1,1,3,6
19969,433,JPX,(Foreign),JAPAN,GATES CORPORATION,0,3,0,1,2,6
19970,433,JPX,(Foreign),JAPAN,"GENECARE RESEARCH INSTITUTE CO., LTD",0,0,3,1,2,6
19971,433,JPX,(Foreign),JAPAN,GKN DRIVELINE JAPAN LTD.,0,0,0,3,3,6
19972,433,JPX,(Foreign),JAPAN,HAIER GROUP CORPORATION,0,0,0,2,4,6
19973,433,JPX,(Foreign),JAPAN,HAYASHI ENGINEERING INC.,1,0,1,0,4,6
19974,433,JPX,(Foreign),JAPAN,HIOKI DENKI KABUSHIKI KAISHA,1,0,2,1,2,6
19975,433,JPX,(Foreign),JAPAN,"HON HAI PRECISION IND. CO., LTD.",2,1,0,0,3,6
19976,433,JPX,(Foreign),JAPAN,HONDA TSUSHIN KOGYO KABUSHIKI KAISHA,3,2,0,0,1,6
19977,433,JPX,(Foreign),JAPAN,HORKOS CORP.,0,1,2,1,2,6
19978,433,JPX,(Foreign),JAPAN,"HOWA PLASTICS CO., LTD.",1,0,2,2,1,6
19979,433,JPX,(Foreign),JAPAN,"HOWA TEXTILE INDUSTRY CO., LTD.",0,0,0,2,4,6
19980,433,JPX,(Foreign),JAPAN,HOYA CANDEO OPTRONICS CORPORATION,0,2,3,1,0,6
19981,433,JPX,(Foreign),JAPAN,IDEAL STAR INC.,4,0,1,1,0,6
19982,433,JPX,(Foreign),JAPAN,"IDS COMPANY, LTD",2,3,1,0,0,6
19983,433,JPX,(Foreign),JAPAN,INFOVISION OPTOELECTRONICS HOLDINGS LIMITED,2,4,0,0,0,6
19984,433,JPX,(Foreign),JAPAN,INNOLUX CORPORATION,0,0,0,1,5,6
19985,433,JPX,(Foreign),JAPAN,IWATE UNIVERSITY,1,1,2,2,0,6
19986,433,JPX,(Foreign),JAPAN,"IZUMI-COSMO CO., LTD.",1,2,3,0,0,6
19987,433,JPX,(Foreign),JAPAN,J-POWER ENTECH INC.,0,0,0,3,3,6
19988,433,JPX,(Foreign),JAPAN,"JAPAN CROWN CORK CO., LTD.",1,0,1,2,2,6
19989,433,JPX,(Foreign),JAPAN,JAPAN ENERGY CORPORATION,1,5,0,0,0,6
19990,433,JPX,(Foreign),JAPAN,"JAPAN GORE-TEX, INC.",1,1,0,4,0,6
19991,433,JPX,(Foreign),JAPAN,JAPAN HEALTH SCIENCES FOUNDATION,1,1,2,1,1,6
19992,433,JPX,(Foreign),JAPAN,"JAPAN RADIO COMPANY, LTD.",2,1,2,1,0,6
19993,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA ISOWA,2,0,1,1,2,6
19994,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA OPTON,0,1,1,3,1,6
19995,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA SAGINOMIYA SEISAKUSHO,1,0,2,0,3,6
19996,433,JPX,(Foreign),JAPAN,KABUSHIKI KAISHA SANGI,0,1,3,1,1,6
19997,433,JPX,(Foreign),JAPAN,"KAGOME CO., LTD.",0,1,3,1,1,6
19998,433,JPX,(Foreign),JAPAN,"KAKEN PHARMACEUTICAL CO., LTD.",1,2,0,0,3,6
19999,433,JPX,(Foreign),JAPAN,KAMOSEIKO KABUSHIKI KAISHA,1,1,1,2,1,6
20000,433,JPX,(Foreign),JAPAN,KANAGAWA ACADEMY OF SCIENCE AND TECHNOLOGY,2,2,1,0,1,6
20001,433,JPX,(Foreign),JAPAN,"KATOH ELECTRIC MACHINERY CO., LTD.",1,1,2,1,1,6
20002,433,JPX,(Foreign),JAPAN,"KINKI SHARYO CO., LTD.",0,0,3,2,1,6
20003,433,JPX,(Foreign),JAPAN,KITO CORP.,0,1,0,0,5,6
20004,433,JPX,(Foreign),JAPAN,KOCHI UNIVERSITY,0,1,2,1,2,6
20005,433,JPX,(Foreign),JAPAN,"KOKUYO FURNITURE CO., LTD.",5,1,0,0,0,6
20006,433,JPX,(Foreign),JAPAN,"KOYO MACHINE INDUSTRIES CO., LTD.",2,0,2,2,0,6
20007,433,JPX,(Foreign),JAPAN,KRINGLE PHARMA INC.,1,2,1,2,0,6
20008,433,JPX,(Foreign),JAPAN,KUMAMOTO UNIVERSITY,0,2,1,1,2,6
20009,433,JPX,(Foreign),JAPAN,"KURARAY FASTENING CO., LTD.",0,1,2,2,1,6
20010,433,JPX,(Foreign),JAPAN,KURODA PRECISION INDUSTRIES LTD.,1,2,2,0,1,6
20011,433,JPX,(Foreign),JAPAN,KYOCERA SLC TECHNOLOGIES CORPORATION,0,0,2,1,3,6
20012,433,JPX,(Foreign),JAPAN,"KYOSAN ELECTRIC MFG. CO., LTD.",1,0,1,1,3,6
20013,433,JPX,(Foreign),JAPAN,"KYOWA SANGYO CO., LTD.",1,0,1,3,1,6
20014,433,JPX,(Foreign),JAPAN,MARUYAMA MFG. CO. INC.,0,0,3,2,1,6
20015,433,JPX,(Foreign),JAPAN,METACO INC.,2,2,2,0,0,6
20016,433,JPX,(Foreign),JAPAN,"MITSUBISHI SHINDOH CO., LTD.",0,2,2,1,1,6
20017,433,JPX,(Foreign),JAPAN,MIYACHI CORPORATION,2,1,2,1,0,6
20018,433,JPX,(Foreign),JAPAN,"MONT-BELL CO., LTD.",2,2,1,0,1,6
20019,433,JPX,(Foreign),JAPAN,NAGAOKA UNIVERSITY OF TECHNOLOGY,0,2,3,1,0,6
20020,433,JPX,(Foreign),JAPAN,"NAGASAKI UNIVERSITY, NATIONAL UNIVERSITY CORPORATION",0,2,2,2,0,6
20021,433,JPX,(Foreign),JAPAN,NAGOYA INSTITUTE OF TECHNOLOGY,1,1,1,1,2,6
20022,433,JPX,(Foreign),JAPAN,NATIONAL UNIVERSITY CORPORATION SAITAMA UNIVERSITY,1,0,2,1,2,6
20023,433,JPX,(Foreign),JAPAN,"NEC ENGINEERING, LTD.",1,0,0,3,2,6
20024,433,JPX,(Foreign),JAPAN,"NIHON SHORYOKU KIKAI CO., LTD.",0,0,1,2,3,6
20025,433,JPX,(Foreign),JAPAN,"NIPPON BEET SUGAR MFG. CO., LTD",0,4,2,0,0,6
20026,433,JPX,(Foreign),JAPAN,"NISSIN FOODS HOLDINGS CO., LTD.",0,0,2,2,2,6
20027,433,JPX,(Foreign),JAPAN,NITTA HAAS INCORPORATED,0,1,2,2,1,6
20028,433,JPX,(Foreign),JAPAN,NOGUCHI INSTITUTE,0,2,0,1,3,6
20029,433,JPX,(Foreign),JAPAN,"OJI NEPIA CO., LTD.",2,1,2,1,0,6
20030,433,JPX,(Foreign),JAPAN,ORGANO CORPORATION,1,0,1,1,3,6
20031,433,JPX,(Foreign),JAPAN,OSAKA ELECTRO-COMMUNICATION UNIVERSITY,0,3,1,1,1,6
20032,433,JPX,(Foreign),JAPAN,OSRAM GMBH,0,1,3,2,0,6
20033,433,JPX,(Foreign),JAPAN,OTIS ELEVATOR COMPANY,0,2,1,0,3,6
20034,433,JPX,(Foreign),JAPAN,"PALOMA CO., LTD.",0,1,0,0,5,6
20035,433,JPX,(Foreign),JAPAN,"PIXTRONIX, INC.",0,0,0,1,5,6
20036,433,JPX,(Foreign),JAPAN,POKKA CORPORATION,1,1,1,1,2,6
20037,433,JPX,(Foreign),JAPAN,"RICOH IMAGING COMPANY, LTD.",0,0,0,1,5,6
20038,433,JPX,(Foreign),JAPAN,"ROHTO PHARMACEUTICAL CO., LTD.",0,2,0,1,3,6
20039,433,JPX,(Foreign),JAPAN,"SAMSUNG TECHWIN CO., LTD.",0,0,1,2,3,6
